Epochs;Steps;GeneratorLoss;DiscriminatorLoss
115;12400;  2.196155156493188 ; 0.21539769455790514
117;12600;  2.209299855828286 ; 0.21514587506651875
119;12800;  2.2304564332962022 ; 0.21268010377883903
121;13000;  2.2175264459848396 ; 0.2112325464189052
123;13200;  2.2506343805789943 ; 0.20886225260794164
125;13400;  2.240789043307304 ; 0.20718073844909676
127;13600;  2.2400719845294956 ; 0.20445673540234563
128;13800;  2.291362219452859 ; 0.2436455810070037
130;14000;  2.0285307115316384 ; 0.2501518233865501
132;14200;  2.07279708981514 ; 0.2492390308529137
134;14400;  2.0243925029039382 ; 0.24835820086300386
136;14600;  1.9693308800458893 ; 0.2478696874529123
138;14800;  1.953501538038254 ; 0.247480469495058
140;15000;  1.958395082950592 ; 0.24700791135430336
142;15200;  2.1376323586702335 ; 0.2460247690975665
143;15400;  2.2180711913108837 ; 0.2454421910643579
145;15600;  2.2999208849668515 ; 0.24465333387255658
147;15800;  2.278603448867798 ; 0.24401980765163908
149;16000;  2.262835094332695 ; 0.2424284526705742
151;16200;  2.281798014044761 ; 0.2419455338269471
153;16400;  2.104562216997146 ; 0.2362959260493517
155;16600;  2.129051539301871 ; 0.23081527166068552
157;16800;  2.263972580432891 ; 0.2288264983147384
158;17000;  2.3066157400608067 ; 0.22000947989523403
160;17200;  2.3447433114051814 ; 0.21660218104720122
162;17400;  2.337440139055252 ; 0.22682749301195143
164;17600;  2.192242711782455 ; 0.24510175839066498
166;17800;  2.244708837866784 ; 0.2328513970226049
168;18000;  2.335277404785155 ; 0.21922646261751638
170;18200;  2.32413844704628 ; 0.21841664753854276
171;18400;  1.9951490414142607 ; 0.21800911329686645
173;18600;  1.9979918658733367 ; 0.21953868664801118
175;18800;  2.2024252647161493 ; 0.21368183776736252
177;19000;  2.289712315797805 ; 0.2145493573695421
179;19200;  2.3121054530143743 ; 0.21591603934764866
181;19400;  2.302692954540253 ; 0.2117399688065053
183;19600;  2.2527278721332555 ; 0.25107128649950033
185;19800;  2.155358034968375 ; 0.24802024945616727
186;20000;  2.110926403403281 ; 0.24631155565381055
188;20200;  2.095674493312835 ; 0.24561181314289557
190;20400;  2.1144777667522447 ; 0.24195294678211215
192;20600;  2.1763444870710376 ; 0.22991275988519191
194;20800;  2.263991087675094 ; 0.21731880083680158
196;21000;  2.24957021176815 ; 0.21490454740822312
198;21200;  2.240514783859254 ; 0.21541240341961382
